Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
697c48b0a0325636bcf6cc3f,691238cf00d73e7c2aab592a,APPROVED,Not Applicable,2026-01-30T05:59:26.123000Z,2026-01-30T06:16:22.814000Z,2026-01-30T07:49:21.413000Z,2026-01-30T06:16:23.184236Z,1017.0,CO8XZAGN,822,44,Male,White,Brazil,Brazil,Brazil,Portuguese,No,Part-Time
697c48b2dc62e7caecd3e256,6426d08b5c724cc1283cec63,APPROVED,Not Applicable,2026-01-30T05:59:25.098000Z,2026-01-30T06:17:46.479000Z,2026-01-30T07:49:21.637000Z,2026-01-30T06:17:46.861968Z,1102.0,CO8XZAGN,1549,57,Male,White,Germany,Germany,Germany,German,No,Unemployed (and job seeking)
697c48b3bf9b3317abd5523a,5f2ccbf8afada41f01235425,APPROVED,Not Applicable,2026-01-30T05:59:15.307000Z,2026-01-30T06:20:59.211000Z,2026-01-30T07:49:21.871000Z,2026-01-30T06:20:59.566937Z,1304.0,CO8XZAGN,216,21,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
697c48b3ca32c6bee589fd01,612cdaa2042b4d9b9fb16acd,APPROVED,Not Applicable,2026-01-30T05:59:21.425000Z,2026-01-30T07:18:07.146000Z,2026-01-30T07:18:07.408000Z,2026-01-30T07:18:07.532811Z,4726.0,Manual Completion,1661,32,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
697c48b43067c960af073fcd,6928e9fa3cd6faedf58732aa,APPROVED,Not Applicable,2026-01-30T06:01:03.819000Z,2026-01-30T06:24:20.272000Z,2026-01-30T07:49:22.100000Z,2026-01-30T06:24:20.639598Z,1397.0,CO8XZAGN,122,28,Male,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
697c48b532d9cd7e3ef6c392,6718e4d6bf14feb2c206d191,APPROVED,Not Applicable,2026-01-30T06:08:26.880000Z,2026-01-30T06:30:44.548000Z,2026-01-30T07:49:22.335000Z,2026-01-30T06:30:44.909149Z,1338.0,CO8XZAGN,323,20,Female,White,Greece,France,France,Greek,Yes,Unemployed (and job seeking)
697c48b596f7062ed2ada46a,696018495837088e840652e0,APPROVED,Not Applicable,2026-01-30T06:03:28.636000Z,2026-01-30T06:22:11.987000Z,2026-01-30T07:49:22.587000Z,2026-01-30T06:22:12.357138Z,1124.0,CO8XZAGN,239,21,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
697c48b9d07162ac88dd2597,646a16e2aae07a0225cdb635,RETURNED,Not Applicable,2026-01-30T05:59:29.154000Z,,,2026-01-30T07:36:58.856810Z,,,1184,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
697c48bb4c8ebdbba2e86348,63e59ee5226fa6bbe1be8ecf,APPROVED,Not Applicable,2026-01-30T05:59:23.698000Z,2026-01-30T06:17:29.874000Z,2026-01-30T07:49:22.833000Z,2026-01-30T06:17:30.243281Z,1087.0,CO8XZAGN,2032,21,Male,White,Australia,Australia,Australia,English,No,Full-Time
697c48bbdc62e7caecd3e259,5f31ef83efc0c913389d6554,APPROVED,Not Applicable,2026-01-30T05:59:23.963000Z,2026-01-30T06:30:26.040000Z,2026-01-30T07:49:23.058000Z,2026-01-30T06:30:26.401173Z,1863.0,CO8XZAGN,901,32,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
697c48bc9fe4b8fa056e7fff,5f1e7c6768c1bb8491f39191,APPROVED,Not Applicable,2026-01-30T05:59:33.868000Z,2026-01-30T06:15:04.514000Z,2026-01-30T07:49:23.291000Z,2026-01-30T06:15:04.863956Z,931.0,CO8XZAGN,5500,23,Female,White,United States,United States,United States,English,No,Part-Time
697c48c19d271360762c632c,67d1b50761567ac84bef6831,APPROVED,Not Applicable,2026-01-30T05:59:29.045000Z,2026-01-30T06:33:45.153000Z,2026-01-30T07:49:23.576000Z,2026-01-30T06:33:45.560444Z,2057.0,CO8XZAGN,1208,32,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
697c48c2aa7e096ed3d213c4,5de79710df86d370476119cd,APPROVED,Not Applicable,2026-01-30T05:59:56.469000Z,2026-01-30T06:28:25.330000Z,2026-01-30T07:49:23.818000Z,2026-01-30T06:28:25.697405Z,1709.0,NOCODE,1105,28,Male,White,Brazil,Brazil,United States,English,Yes,Full-Time
697c48c4fca9d925785f6c45,6060fb525f262e237d167361,APPROVED,Not Applicable,2026-01-30T05:59:34.445000Z,2026-01-30T06:16:48.694000Z,2026-01-30T07:49:24.054000Z,2026-01-30T06:16:49.094095Z,1035.0,CO8XZAGN,1033,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
697c48e76b16f98b2e982c03,5cf80c2ccbe8f10016dba137,APPROVED,Not Applicable,2026-01-30T06:00:30.843000Z,2026-01-30T06:21:12.480000Z,2026-01-30T07:49:24.288000Z,2026-01-30T06:21:12.836569Z,1242.0,CO8XZAGN,2333,29,Female,Other,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,Part-Time
697c48e9ea36614ea0b13bdc,5c309bb410677f0001dda0ed,APPROVED,Not Applicable,2026-01-30T06:00:18.378000Z,2026-01-30T06:17:15.277000Z,2026-01-30T07:49:24.533000Z,2026-01-30T06:17:15.624763Z,1017.0,CO8XZAGN,7240,45,Male,White,United States,United States,United States,English,No,Other
697c48f6620caba9b37f60b4,6942f17a27841b72aa21b1d8,APPROVED,Not Applicable,2026-01-30T06:00:33.281000Z,2026-01-30T06:18:32.768000Z,2026-01-30T07:49:24.771000Z,2026-01-30T06:18:33.115627Z,1080.0,CO8XZAGN,630,50,Female,White,United States,United States,United States,English,No,Part-Time
697c48fffbfc0039d35ad0e6,69312ba1d943a5826b2cbcaf,APPROVED,Not Applicable,2026-01-30T06:00:36.513000Z,2026-01-30T06:44:32.099000Z,2026-01-30T07:49:25.023000Z,2026-01-30T06:44:32.478895Z,2636.0,CO8XZAGN,193,41,Female,White,Germany,Germany,Germany,German,No,Full-Time
697c4902e6978e1ccbddb9ca,5f1b2fe23bcef80c38d2a362,APPROVED,Not Applicable,2026-01-30T06:00:48.122000Z,2026-01-30T06:19:54.589000Z,2026-01-30T07:49:25.268000Z,2026-01-30T06:19:54.976679Z,1147.0,CO8XZAGN,4373,28,Female,White,Poland,Korea,Poland,Polish,No,Full-Time
697c4921dad6821a50d04f78,66723b1f7c3cf6961f0868a3,APPROVED,Not Applicable,2026-01-30T06:01:49.841000Z,2026-01-30T06:26:13.626000Z,2026-01-30T07:49:25.509000Z,2026-01-30T06:26:13.990932Z,1464.0,CO8XZAGN,1276,47,Female,White,Czech Republic,Australia,Czech Republic,Czech,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
697c49281c331a13aa588334,5e15092ab199e4b0f8660ba6,RETURNED,Not Applicable,,,,2026-01-30T07:36:58.859263Z,,,758,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
697c4928a7ed5a5b46320680,64018f4d1a16dfe2b0f7c552,APPROVED,Not Applicable,2026-01-30T06:01:15.498000Z,2026-01-30T06:19:36.833000Z,2026-01-30T07:49:25.753000Z,2026-01-30T06:19:37.192423Z,1102.0,CO8XZAGN,4497,37,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
697c492c6661a3a513e04022,5bf3199ebe7c7300017b710a,APPROVED,Not Applicable,2026-01-30T06:01:27.689000Z,2026-01-30T06:21:54.306000Z,2026-01-30T07:49:25.988000Z,2026-01-30T06:21:54.664241Z,1227.0,CO8XZAGN,5880,42,Male,White,Germany,Germany,Germany,German,No,Full-Time
697c492fc07f1e7a665f37ba,63991528da6b035f5681cbc0,APPROVED,Not Applicable,2026-01-30T06:01:43.174000Z,2026-01-30T06:19:06.492000Z,2026-01-30T07:49:26.233000Z,2026-01-30T06:19:06.875428Z,1044.0,CO8XZAGN,993,32,Male,White,Australia,Australia,Australia,English,No,Part-Time
697c49308bb3a52549cb3e81,697a65bf80a587dfc2c62e6c,APPROVED,Not Applicable,2026-01-30T06:01:33.865000Z,2026-01-30T06:18:56.215000Z,2026-01-30T07:49:26.461000Z,2026-01-30T06:18:56.602165Z,1043.0,CO8XZAGN,1,23,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
697c4933de8927ea912cb373,63d79fcd741f9cfb2f87152f,APPROVED,Not Applicable,2026-01-30T06:02:23.714000Z,2026-01-30T06:22:30.951000Z,2026-01-30T07:49:26.673000Z,2026-01-30T06:22:31.328196Z,1208.0,CO8XZAGN,6079,50,Male,Black,Nigeria,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
697c493465982e28071fbad7,68315e5a9a6549bae1cf72c9,APPROVED,Not Applicable,2026-01-30T06:01:24.004000Z,2026-01-30T07:04:18.811000Z,2026-01-30T07:49:26.913000Z,2026-01-30T07:04:29.755976Z,3775.0,CO8XZAGN,767,24,Female,Black,Kenya,Kenya,Kenya,English,Yes,Full-Time
697c4938e5ea30c836d04fb6,615914a33224dc31f1045612,APPROVED,Not Applicable,2026-01-30T06:03:06.786000Z,2026-01-30T06:38:37.795000Z,2026-01-30T07:49:27.155000Z,2026-01-30T06:38:38.146993Z,2132.0,NOCODE,10276,65,Male,White,United States,United States,United States,English,No,Full-Time
697c493979320ac636301af3,697a67e280e7ec9532b74a81,APPROVED,Not Applicable,2026-01-30T06:04:02.066000Z,2026-01-30T06:32:44.855000Z,2026-01-30T07:49:27.472000Z,2026-01-30T06:32:45.191909Z,1723.0,CO8XZAGN,4,30,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Part-Time
697c493b17f387e77dd1775b,56d56e550b5634000bdc5703,RETURNED,Not Applicable,2026-01-30T06:01:35.816000Z,,,2026-01-30T07:36:58.860271Z,,,6273,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
697c493c88a427ed1a06157c,697ba5cd5386823f9b660831,APPROVED,Not Applicable,2026-01-30T06:01:47.183000Z,2026-01-30T06:31:57.613000Z,2026-01-30T07:49:27.777000Z,2026-01-30T06:31:58.087412Z,1811.0,NOCODE,2,29,Male,Other,Chile,Chile,Chile,Spanish,No,Part-Time
697c49475bba8e7d35449c5e,66ae2e9dd5c3b4b3ac749f36,RETURNED,Not Applicable,2026-01-30T06:01:43.655000Z,2026-01-30T07:13:59.172000Z,,2026-01-30T07:36:58.860970Z,,CO8XZAGN,670,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
697c494895b2eb5bba1fc423,666061eeffa611f991735eab,APPROVED,Not Applicable,2026-01-30T06:01:44.806000Z,2026-01-30T06:35:08.515000Z,2026-01-30T07:49:27.998000Z,2026-01-30T06:35:08.927698Z,2004.0,CO8XZAGN,1398,25,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
697c494a40799a95dc9a6490,667a18b6a5ac2521df738cdf,APPROVED,Not Applicable,2026-01-30T06:01:46.229000Z,2026-01-30T06:37:38.987000Z,2026-01-30T07:49:28.230000Z,2026-01-30T06:37:39.357817Z,2153.0,CO8XZAGN,1792,41,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
697c494af31663d2ff6c986f,67d01476d2b2d56f29a01f89,APPROVED,Not Applicable,2026-01-30T06:01:46.620000Z,2026-01-30T06:46:04.633000Z,2026-01-30T07:49:28.497000Z,2026-01-30T06:46:04.975787Z,2659.0,CO8XZAGN,580,26,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
697c494dc0cc3478d6028bed,6743278eba3a6dfeeeb53b00,APPROVED,Not Applicable,2026-01-30T06:01:49.781000Z,2026-01-30T06:37:27.918000Z,2026-01-30T07:49:28.729000Z,2026-01-30T06:37:28.303445Z,2139.0,CO8XZAGN,641,29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
697c494f9a6bcbe3613c6d27,666c4699beb014a7b85ccea1,APPROVED,Not Applicable,2026-01-30T06:01:51.061000Z,2026-01-30T06:52:40.221000Z,2026-01-30T07:49:28.998000Z,2026-01-30T06:52:40.599418Z,3050.0,CO8XZAGN,1759,37,Female,Mixed,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time
697c49523f4a9ad3437af552,668be7aeec30f3aae126f42a,APPROVED,Not Applicable,2026-01-30T06:01:54.376000Z,2026-01-30T06:25:34.871000Z,2026-01-30T07:49:29.284000Z,2026-01-30T06:25:35.224204Z,1421.0,CO8XZAGN,841,23,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
697c495387f9dac8ae7bf5e9,63614a46bd1e8547e0a8b8ba,APPROVED,Not Applicable,2026-01-30T06:02:57.599000Z,2026-01-30T06:30:05.573000Z,2026-01-30T07:49:29.730000Z,2026-01-30T06:30:05.923931Z,1628.0,CO8XZAGN,3246,34,Male,White,United States,United States,United States,English,No,Full-Time
697c495427bba942caf5b40a,67ab55f9945aebbac8f43ec2,APPROVED,Not Applicable,2026-01-30T06:01:56.275000Z,2026-01-30T06:32:46.589000Z,2026-01-30T07:49:29.982000Z,2026-01-30T06:32:46.948006Z,1851.0,CO8XZAGN,284,21,Male,Black,South Africa,South Africa,South Africa,English,No,Part-Time
697c49552ad7678c8ee646cd,67e16ec310211c18ab1c4db8,RETURNED,Not Applicable,2026-01-30T06:01:57.249000Z,,,2026-01-30T07:36:58.863002Z,,,1099,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
697c495dc0cc3478d6028bf2,6744a5cf77ba7ceb3e00f2f3,APPROVED,Not Applicable,2026-01-30T06:02:05.728000Z,2026-01-30T06:43:27.091000Z,2026-01-30T07:49:30.223000Z,2026-01-30T06:43:27.470648Z,2482.0,CO8XZAGN,248,36,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
697c49d2f2c0d61cac5eba7a,66b0ce2b37f5b9ab41e82585,APPROVED,Not Applicable,2026-01-30T06:04:02.243000Z,2026-01-30T07:09:44.413000Z,2026-01-30T07:49:30.473000Z,2026-01-30T07:09:44.738362Z,3943.0,NOCODE,848,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED
697c49e6d07162ac88dd25be,674d99171387dca1d58cb882,APPROVED,Not Applicable,2026-01-30T06:04:22.160000Z,2026-01-30T06:45:19.057000Z,2026-01-30T07:49:30.704000Z,2026-01-30T06:45:19.428977Z,2457.0,CO8XZAGN,781,39,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
697c49e8962204a309d6b925,67235bbabb67c1e547a7a32c,APPROVED,Not Applicable,2026-01-30T06:04:24.647000Z,2026-01-30T06:29:53.999000Z,2026-01-30T07:49:30.949000Z,2026-01-30T06:29:54.379575Z,1530.0,CO8XZAGN,377,27,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
697c4e2451a8a6f9c5a54ed6,664b7cea18fe17cd31b5ab5e,APPROVED,Not Applicable,2026-01-30T06:22:28.731000Z,2026-01-30T07:02:58.393000Z,2026-01-30T07:49:31.183000Z,2026-01-30T07:02:58.750621Z,2430.0,CO8XZAGN,1499,26,Male,Black,Kenya,Kenya,Kenya,Swahili,Yes,Unemployed (and job seeking)
697c50348e9c4200ca3530d6,67b5d29281c0a49efc5a3615,APPROVED,Not Applicable,2026-01-30T06:31:16.563000Z,2026-01-30T07:48:08.999000Z,2026-01-30T07:49:31.422000Z,2026-01-30T07:48:09.523331Z,4613.0,NOCODE,90,38,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
697c5af16661a3a513e0421e,67c89dbfbad1409dffbc6ecb,APPROVED,Not Applicable,2026-01-30T07:17:05.476000Z,2026-01-30T08:02:45.767000Z,2026-01-30T08:34:35.453000Z,2026-01-30T08:02:46.316088Z,2741.0,CO8XZAGN,576,44,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
697c5b0a5d0537b7715da898,65feaaac53eb219f09ad5ea0,APPROVED,Not Applicable,2026-01-30T07:17:30.555000Z,2026-01-30T07:42:08.558000Z,2026-01-30T07:49:32.226000Z,2026-01-30T07:42:08.990347Z,1479.0,CO8XZAGN,2759,25,Male,Black,Kenya,Kenya,Kenya,English,Yes,Part-Time
